,tabac,gum,year,num
26407,6.0,10.0,2002,13.0
26410,1.0,1.0,2002,52.0
26411,10.0,5.0,2002,1.0
26420,5.0,20.0,2002,10.0
26422,7.0,40.0,2002,51.0
26436,3.0,10.0,2002,2.0
26442,13.0,4.0,2002,9.0
26457,4.0,10.0,2002,2.0
26463,1.0,4.0,2002,8.0
26465,10.0,10.0,2002,10.0
26473,5.0,6.0,2002,6.0
26490,14.0,5.0,2002,3.0
26524,10.0,2.0,2002,9.0
26540,7.0,1.0,2002,4.0
26548,7.0,1.0,2002,53.0
26559,7.0,2.0,2002,5.0
26561,7.0,2.0,2002,9.0
26586,7.0,2.0,2002,9.0
26590,3.0,2.0,2002,52.0
26592,2.0,5.0,2002,3.0
26603,1.0,1.0,2002,1.0
26607,6.0,24.0,2002,6.0
26612,7.0,12.0,2002,11.0
26623,5.0,1.0,2002,52.0
26627,10.0,1.0,2002,56.0
26645,7.0,1.0,2002,9.0
26647,20.0,4.0,2002,51.0
26652,7.0,1.0,2002,6.0
26655,8.0,1.0,2002,9.0
26658,7.0,5.0,2002,12.0
26659,6.0,1.0,2002,14.0
26666,10.0,2.0,2002,5.0
26673,7.0,1.0,2002,13.0
26675,7.0,10.0,2002,52.0
26683,4.0,4.0,2002,9.0
26686,4.0,1.0,2002,5.0
26692,21.0,12.0,2002,52.0
26705,2.0,1.0,2002,3.0
26717,20.0,6.0,2002,3.0
26721,10.0,5.0,2002,7.0
26731,28.0,10.0,2002,2.0
26741,10.0,10.0,2002,52.0
26766,7.0,30.0,2002,52.0
26771,4.0,8.0,2002,8.0
26776,2.0,2.0,2002,53.0
26778,5.0,2.0,2002,3.0
26806,7.0,1.0,2002,10.0
26826,10.0,20.0,2002,7.0
26830,7.0,2.0,2002,51.0
26861,4.0,4.0,2002,53.0
26862,10.0,14.0,2002,54.0
26868,30.0,12.0,2002,6.0
26877,6.0,6.0,2002,7.0
26880,7.0,4.0,2002,51.0
26916,10.0,1.0,2002,4.0
26939,7.0,12.0,2002,4.0
26957,20.0,2.0,2002,2.0
26966,5.0,10.0,2002,15.0
26979,5.0,25.0,2002,52.0
27000,14.0,2.0,2002,4.0
27146,10.0,7.0,2002,32.0
27152,4.0,1.0,2002,39.0
27153,7.0,10.0,2002,40.0
27172,10.0,20.0,2002,61.0
27196,10.0,2.0,2002,11.0
27203,7.0,2.0,2002,9.0
27204,10.0,1.0,2002,10.0
27210,8.0,10.0,2002,55.0
27222,5.0,5.0,2002,7.0
27226,5.0,20.0,2002,11.0
27247,20.0,5.0,2002,55.0
27265,1.0,20.0,2002,54.0
27268,7.0,3.0,2002,58.0
27290,23.0,5.0,2002,11.0
27308,7.0,8.0,2002,15.0
27315,10.0,3.0,2002,3.0
27334,14.0,1.0,2002,51.0
27348,10.0,10.0,2002,11.0
27355,7.0,1.0,2002,7.0
27360,5.0,7.0,2002,1.0
27385,6.0,40.0,2002,2.0
27389,14.0,10.0,2002,8.0
27447,4.0,10.0,2002,1.0
27469,7.0,3.0,2002,5.0
27470,27.0,5.0,2002,7.0
27480,7.0,10.0,2002,10.0
27481,7.0,10.0,2002,11.0
27484,10.0,10.0,2002,52.0
27493,2.0,10.0,2002,11.0
27530,7.0,3.0,2002,7.0
27531,5.0,1.0,2002,10.0
27553,10.0,2.0,2002,11.0
27561,7.0,3.0,2002,5.0
27562,7.0,2.0,2002,6.0
27576,10.0,1.0,2002,6.0
27583,10.0,20.0,2002,52.0
27585,10.0,10.0,2002,55.0
27593,7.0,2.0,2002,52.0
27619,7.0,1.0,2002,2.0
27620,10.0,8.0,2002,7.0
27635,10.0,3.0,2002,12.0
27641,3.0,1.0,2002,9.0
27680,7.0,1.0,2002,10.0
27689,20.0,3.0,2002,22.0
27699,7.0,10.0,2002,3.0
27742,12.0,1.0,2002,2.0
27747,120.0,6.0,2002,54.0
27753,3.0,6.0,2002,7.0
27760,10.0,12.0,2002,51.0
27762,10.0,2.0,2002,1.0
27764,9.0,3.0,2002,14.0
27781,4.0,4.0,2002,12.0
27783,21.0,7.0,2002,7.0
27788,1.0,1.0,2002,15.0
27810,3.0,10.0,2002,19.0
27811,14.0,12.0,2002,20.0
27814,8.0,4.0,2002,8.0
27822,20.0,1.0,2002,9.0
27862,7.0,2.0,2002,7.0
27869,10.0,1.0,2002,15.0
27897,2.0,2.0,2002,4.0
27903,3.0,7.0,2002,10.0
27907,3.0,1.0,2002,15.0
27923,20.0,10.0,2002,4.0
27993,7.0,10.0,2002,8.0
27997,4.0,20.0,2002,2.0
28031,7.0,6.0,2002,11.0
28032,10.0,10.0,2002,12.0
28035,10.0,12.0,2002,52.0
28036,10.0,10.0,2002,53.0
28049,7.0,1.0,2002,54.0
28057,20.0,2.0,2002,34.0
28085,20.0,10.0,2002,14.0
28099,15.0,1.0,2002,52.0
28111,7.0,2.0,2002,46.0
28121,10.0,10.0,2002,24.0
28135,3.0,4.0,2002,3.0
28142,3.0,3.0,2002,44.0
28146,5.0,2.0,2002,61.0
28150,30.0,3.0,2002,11.0
28152,20.0,8.0,2002,29.0
28171,1.0,24.0,2002,1.0
28201,30.0,1.0,2002,59.0
28221,10.0,10.0,2002,48.0
28226,10.0,4.0,2002,5.0
28260,10.0,3.0,2002,15.0
28262,10.0,1.0,2002,19.0
28312,10.0,1.0,2002,41.0
28354,8.0,2.0,2002,56.0
28368,3.0,1.0,2002,15.0
28369,2.0,1.0,2002,16.0
28373,15.0,50.0,2002,26.0
28375,6.0,2.0,2002,33.0
28383,4.0,4.0,2002,4.0
28385,7.0,5.0,2002,16.0
28387,10.0,4.0,2002,29.0
28406,6.0,10.0,2002,31.0
28412,4.0,4.0,2002,51.0
28434,10.0,2.0,2002,37.0
28436,7.0,2.0,2002,41.0
28437,14.0,120.0,2002,7.0
28439,7.0,2.0,2002,9.0
28456,1.0,1.0,2002,10.0
28465,4.0,20.0,2002,3.0
28470,10.0,2.0,2002,16.0
28471,15.0,20.0,2002,19.0
28474,5.0,1.0,2002,28.0
28478,10.0,10.0,2002,39.0
28491,7.0,1.0,2002,51.0
28506,4.0,1.0,2002,16.0
28507,10.0,1.0,2002,20.0
28508,5.0,1.0,2002,24.0
28511,7.0,30.0,2002,3.0
28518,7.0,1.0,2002,34.0
28520,40.0,5.0,2002,7.0
28522,2.0,3.0,2002,14.0
28537,10.0,7.0,2002,35.0
28538,20.0,4.0,2002,36.0
64164,20.0,5.0,2010,13.0
64165,7.0,1.0,2010,14.0
64196,3.0,1.0,2010,69.0
64200,5.0,2.0,2010,79.0
64228,3.0,3.0,2010,116.0
64242,20.0,10.0,2010,142.0
64245,20.0,5.0,2010,146.0
64253,10.0,5.0,2010,160.0
64255,10.0,5.0,2010,163.0
64259,10.0,4.0,2010,171.0
64346,7.0,20.0,2010,286.0
64349,10.0,10.0,2010,289.0
64352,6.0,10.0,2010,293.0
64365,7.0,2.0,2010,17.0
64372,15.0,2.0,2010,28.0
64410,4.0,2.0,2010,87.0
64418,8.0,20.0,2010,116.0
64419,7.0,10.0,2010,117.0
64426,7.0,5.0,2010,130.0
64465,7.0,10.0,2010,419.0
64470,3.0,1.0,2010,433.0
64474,14.0,1.0,2010,450.0
64482,7.0,3.0,2010,473.0
64515,5.0,2.0,2010,727.0
64518,3.0,7.0,2010,791.0
64522,7.0,7.0,2010,863.0
64542,7.0,1.0,2010,23.0
64547,7.0,1.0,2010,29.0
64548,2.0,1.0,2010,30.0
64550,14.0,10.0,2010,32.0
64552,4.0,10.0,2010,35.0
64566,7.0,3.0,2010,53.0
64572,7.0,1.0,2010,61.0
64578,7.0,3.0,2010,69.0
64580,2.0,1.0,2010,71.0
64621,3.0,12.0,2010,128.0
64639,7.0,4.0,2010,154.0
64642,7.0,10.0,2010,162.0
64674,7.0,4.0,2010,214.0
64688,7.0,1.0,2010,242.0
64705,10.0,20.0,2010,282.0
64719,3.0,1.0,2010,314.0
64736,3.0,1.0,2010,506.0
64775,7.0,1.0,2010,54.0
64776,3.0,1.0,2010,55.0
64779,7.0,1.0,2010,59.0
64832,7.0,4.0,2010,138.0
64833,12.0,1.0,2010,140.0
64851,6.0,1.0,2010,166.0
64855,4.0,1.0,2010,183.0
64856,5.0,1.0,2010,184.0
64867,4.0,1.0,2010,196.0
64874,6.0,1.0,2010,212.0
64884,5.0,1.0,2010,241.0
64894,10.0,10.0,2010,267.0
64896,3.0,1.0,2010,272.0
64918,2.0,2.0,2010,325.0
64923,3.0,1.0,2010,330.0
64941,10.0,2.0,2010,6.0
64982,7.0,10.0,2010,67.0
65008,10.0,2.0,2010,103.0
65033,10.0,1.0,2010,160.0
65053,7.0,1.0,2010,189.0
65054,14.0,2.0,2010,190.0
65057,14.0,3.0,2010,193.0
65066,25.0,1.0,2010,202.0
65068,3.0,1.0,2010,204.0
65094,10.0,8.0,2010,230.0
65097,10.0,2.0,2010,233.0
65108,10.0,1.0,2010,248.0
65305,10.0,5.0,2010,5.0
65338,7.0,2.0,2010,44.0
65457,4.0,1.0,2010,206.0
65481,5.0,1.0,2010,249.0
65502,10.0,1.0,2010,501.0
65507,3.0,2.0,2010,509.0
65517,10.0,2.0,2010,519.0
65518,10.0,1.0,2010,520.0
65549,21.0,10.0,2010,44.0
65550,10.0,30.0,2010,45.0
65572,3.0,2.0,2010,77.0
65578,7.0,3.0,2010,91.0
65580,2.0,10.0,2010,93.0
65582,4.0,5.0,2010,95.0
65606,20.0,22.0,2010,133.0
65616,7.0,36.0,2010,148.0
65621,9.0,1.0,2010,153.0
65626,60.0,10.0,2010,158.0
65633,5.0,2.0,2010,169.0
65634,3.0,2.0,2010,171.0
65635,3.0,2.0,2010,172.0
65639,10.0,5.0,2010,177.0
65658,10.0,1.0,2010,271.0
65663,7.0,10.0,2010,297.0
65665,3.0,1.0,2010,303.0
65671,3.0,1.0,2010,335.0
65694,3.0,1.0,2010,410.0
65713,7.0,1.0,2010,510.0
65734,3.0,1.0,2010,25.0
65744,7.0,7.0,2010,48.0
65748,6.0,1.0,2010,54.0
65821,2.0,20.0,2010,263.0
65836,2.0,2.0,2010,332.0
65838,14.0,1.0,2010,336.0
65857,7.0,3.0,2010,422.0
65858,7.0,10.0,2010,423.0
65862,3.0,20.0,2010,429.0
65863,7.0,1.0,2010,430.0
65873,5.0,20.0,2010,468.0
65877,14.0,1.0,2010,484.0
65885,2.0,7.0,2010,504.0
65897,7.0,20.0,2010,554.0
65902,14.0,1.0,2010,568.0
65914,5.0,6.0,2010,9.0
65919,6.0,10.0,2010,17.0
65964,2.0,1.0,2010,71.0
65977,10.0,2.0,2010,88.0
65982,10.0,3.0,2010,93.0
65983,10.0,1.0,2010,94.0
65984,6.0,2.0,2010,95.0
65997,6.0,3.0,2010,114.0
66000,7.0,2.0,2010,117.0
66045,7.0,5.0,2010,188.0
66046,4.0,3.0,2010,189.0
66070,1.0,1.0,2010,227.0
66121,10.0,1.0,2010,23.0
66162,4.0,20.0,2010,77.0
66203,10.0,2.0,2010,135.0
66212,15.0,2.0,2010,145.0
66219,5.0,10.0,2010,154.0
66234,10.0,3.0,2010,175.0
66256,1.0,10.0,2010,211.0
66293,20.0,2.0,2010,294.0
66304,10.0,2.0,2010,504.0
66306,10.0,2.0,2010,506.0
66312,2.0,1.0,2010,7.0
66313,3.0,30.0,2010,8.0
66325,14.0,20.0,2010,30.0
66327,7.0,1.0,2010,32.0
66331,10.0,2.0,2010,37.0
66333,15.0,1.0,2010,40.0
66335,7.0,30.0,2010,42.0
66340,5.0,10.0,2010,47.0
66346,14.0,2.0,2010,59.0
66347,10.0,2.0,2010,60.0
66350,5.0,3.0,2010,63.0
66361,8.0,1.0,2010,80.0
66362,10.0,20.0,2010,83.0
66384,15.0,12.0,2010,177.0
66424,6.0,5.0,2010,244.0
66428,7.0,10.0,2010,250.0
66453,5.0,10.0,2010,306.0
66459,6.0,10.0,2010,316.0
66482,7.0,1.0,2010,501.0
66520,7.0,1.0,2010,38.0
66533,5.0,1.0,2010,52.0
66551,7.0,2.0,2010,72.0
66560,4.0,1.0,2010,83.0
66592,5.0,1.0,2010,120.0
66643,20.0,6.0,2010,180.0
66663,7.0,12.0,2010,200.0
66672,5.0,1.0,2010,209.0
66673,8.0,1.0,2010,210.0
66674,20.0,1.0,2010,211.0
66679,20.0,1.0,2010,507.0
66685,14.0,1.0,2010,5.0
66691,2.0,2.0,2010,17.0
66695,7.0,2.0,2010,22.0
66699,10.0,1.0,2010,27.0
66702,3.0,1.0,2010,30.0
66713,7.0,1.0,2010,42.0
66717,14.0,2.0,2010,46.0
66718,7.0,2.0,2010,47.0
66722,20.0,1.0,2010,57.0
66726,3.0,1.0,2010,63.0
66734,20.0,7.0,2010,75.0
66738,7.0,1.0,2010,85.0
66742,10.0,2.0,2010,91.0
66744,14.0,2.0,2010,94.0
66753,3.0,5.0,2010,110.0
66754,7.0,2.0,2010,114.0
66763,4.0,5.0,2010,137.0
66774,7.0,4.0,2010,163.0
66778,3.0,1.0,2010,169.0
66790,10.0,5.0,2010,182.0
66797,3.0,2.0,2010,190.0
66802,7.0,7.0,2010,195.0
66803,14.0,2.0,2010,196.0
66817,3.0,1.0,2010,317.0
66818,7.0,1.0,2010,319.0
66833,11.0,1.0,2010,456.0
66834,7.0,1.0,2010,458.0
66836,7.0,2.0,2010,463.0
66837,2.0,1.0,2010,464.0
66842,3.0,1.0,2010,475.0
66856,6.0,3.0,2010,514.0
66867,7.0,1.0,2010,570.0
66873,7.0,2.0,2010,580.0
66875,10.0,2.0,2010,592.0
66912,14.0,1.0,2010,36.0
66913,7.0,3.0,2010,37.0
66929,10.0,10.0,2010,58.0
66962,10.0,3.0,2010,105.0
66986,18.0,10.0,2010,146.0
66998,3.0,2.0,2010,161.0
67019,5.0,30.0,2010,218.0
67030,10.0,2.0,2010,253.0
67045,10.0,10.0,2010,336.0
67100,7.0,2.0,2010,52.0
67103,9.0,1.0,2010,55.0
67108,10.0,2.0,2010,64.0
67110,40.0,2.0,2010,69.0
67131,7.0,2.0,2010,109.0
67140,5.0,3.0,2010,124.0
67157,6.0,2.0,2010,144.0
67159,6.0,2.0,2010,147.0
67161,21.0,2.0,2010,150.0
67166,7.0,1.0,2010,158.0
67171,7.0,5.0,2010,164.0
67181,2.0,1.0,2010,186.0
67215,11.0,3.0,2010,355.0
67224,14.0,2.0,2010,393.0
67246,7.0,1.0,2010,466.0
67257,7.0,2.0,2010,545.0
67263,3.0,1.0,2010,563.0
67267,5.0,1.0,2010,610.0
67270,10.0,10.0,2010,2.0
67279,14.0,3.0,2010,15.0
67287,10.0,1.0,2010,24.0
67290,3.0,3.0,2010,29.0
67291,7.0,2.0,2010,30.0
67296,7.0,1.0,2010,37.0
67308,10.0,2.0,2010,51.0
67310,7.0,1.0,2010,55.0
67327,10.0,2.0,2010,82.0
67329,3.0,3.0,2010,89.0
67334,10.0,30.0,2010,96.0
67337,6.0,50.0,2010,101.0
67339,20.0,10.0,2010,104.0
67345,4.0,20.0,2010,115.0
67353,10.0,10.0,2010,125.0
67365,5.0,1.0,2010,139.0
67372,6.0,15.0,2010,155.0
67378,10.0,1.0,2010,162.0
67394,14.0,2.0,2010,195.0
67399,11.0,2.0,2010,201.0
67403,6.0,1.0,2010,206.0
67405,21.0,20.0,2010,212.0
67417,14.0,1.0,2010,260.0
67433,7.0,30.0,2010,310.0
67466,7.0,7.0,2010,398.0
67467,2.0,1.0,2010,400.0
67475,7.0,1.0,2010,501.0
67476,3.0,1.0,2010,504.0
67479,7.0,10.0,2010,507.0
67496,7.0,3.0,2010,25.0
67497,1.0,1.0,2010,26.0
67499,10.0,2.0,2010,28.0
67503,2.0,4.0,2010,36.0
67568,3.0,2.0,2010,107.0
67572,10.0,2.0,2010,111.0
67579,5.0,2.0,2010,118.0
67582,10.0,5.0,2010,122.0
67594,3.0,2.0,2010,139.0
67603,3.0,3.0,2010,152.0
67606,4.0,2.0,2010,156.0
67607,4.0,1.0,2010,158.0
67678,5.0,4.0,2010,283.0
67685,2.0,2.0,2010,300.0
67687,6.0,2.0,2010,302.0
67699,6.0,3.0,2010,336.0
67700,4.0,2.0,2010,339.0
67701,2.0,1.0,2010,342.0
67705,6.0,2.0,2010,347.0
67706,2.0,1.0,2010,348.0
67709,3.0,2.0,2010,352.0
67710,3.0,2.0,2010,353.0
67723,5.0,2.0,2010,502.0
67724,2.0,3.0,2010,503.0
67735,20.0,1.0,2010,11.0
67736,5.0,2.0,2010,13.0
67738,10.0,1.0,2010,15.0
67753,5.0,1.0,2010,32.0
67778,14.0,1.0,2010,68.0
67780,10.0,10.0,2010,71.0
67794,10.0,1.0,2010,91.0
67799,10.0,10.0,2010,99.0
67809,5.0,1.0,2010,111.0
67815,7.0,2.0,2010,120.0
67841,12.0,2.0,2010,159.0
67857,7.0,7.0,2010,198.0
67886,5.0,10.0,2010,291.0
67900,2.0,1.0,2010,362.0
67914,10.0,10.0,2010,377.0
67978,4.0,5.0,2010,56.0
68008,14.0,10.0,2010,87.0
68068,10.0,10.0,2010,163.0
68099,10.0,1.0,2010,21.0
68115,14.0,1.0,2010,40.0
68126,4.0,3.0,2010,62.0
68138,7.0,5.0,2010,80.0
68152,21.0,4.0,2010,100.0
68155,5.0,10.0,2010,103.0
68156,13.0,2.0,2010,106.0
68159,14.0,4.0,2010,111.0
68160,7.0,1.0,2010,112.0
68177,1.0,1.0,2010,152.0
68183,2.0,1.0,2010,159.0
68187,7.0,1.0,2010,163.0
68190,10.0,1.0,2010,166.0
68194,10.0,2.0,2010,175.0
68201,10.0,2.0,2010,186.0
68202,10.0,1.0,2010,187.0
68203,10.0,1.0,2010,188.0
68206,10.0,1.0,2010,206.0
68207,3.0,10.0,2010,209.0
68214,7.0,10.0,2010,217.0
68217,6.0,20.0,2010,223.0
68218,6.0,1.0,2010,224.0
68223,7.0,4.0,2010,230.0
68230,14.0,1.0,2010,240.0
68244,21.0,10.0,2010,265.0
68265,7.0,2.0,2010,10.0
68266,7.0,84.0,2010,11.0
68288,4.0,30.0,2010,44.0
68322,6.0,30.0,2010,106.0
68353,3.0,20.0,2010,149.0
68361,40.0,2.0,2010,228.0
68410,2.0,20.0,2010,315.0
68451,2.0,10.0,2010,501.0
68456,6.0,7.0,2010,7.0
68509,20.0,5.0,2010,145.0
68511,1.0,1.0,2010,150.0
68526,4.0,1.0,2010,233.0
68529,10.0,1.0,2010,299.0
68569,10.0,10.0,2010,843.0
68602,7.0,2.0,2010,1276.0
68604,3.0,4.0,2010,1312.0
68639,12.0,1.0,2010,28.0
68645,2.0,3.0,2010,37.0
68667,7.0,1.0,2010,61.0
68668,8.0,2.0,2010,62.0
68669,8.0,3.0,2010,65.0
68671,14.0,10.0,2010,67.0
68730,10.0,10.0,2010,137.0
68787,10.0,7.0,2010,204.0
68791,2.0,1.0,2010,208.0
68796,10.0,1.0,2010,213.0
68801,15.0,1.0,2010,218.0
68810,10.0,1.0,2010,505.0
68818,5.0,10.0,2010,2.0
68820,2.0,1.0,2010,4.0
68827,3.0,20.0,2010,14.0
68829,21.0,2.0,2010,17.0
68836,18.0,10.0,2010,30.0
68879,20.0,4.0,2010,91.0
68918,2.0,1.0,2010,213.0
68934,7.0,20.0,2010,262.0
68943,5.0,1.0,2010,281.0
68961,10.0,10.0,2010,312.0
68996,7.0,4.0,2010,380.0
68999,10.0,3.0,2010,502.0
69004,7.0,1.0,2010,9.0
69019,7.0,3.0,2010,32.0
69020,3.0,4.0,2010,33.0
69025,10.0,6.0,2010,40.0
69039,10.0,2.0,2010,70.0
69057,10.0,1.0,2010,106.0
69065,3.0,2.0,2010,119.0
69072,7.0,2.0,2010,126.0
69079,19.0,3.0,2010,136.0
69083,14.0,3.0,2010,141.0
69088,9.0,1.0,2010,149.0
69090,6.0,1.0,2010,151.0
69112,10.0,5.0,2010,177.0
69126,7.0,2.0,2010,313.0
69144,10.0,2.0,2010,361.0
69149,2.0,1.0,2010,374.0
69164,7.0,12.0,2010,432.0
69188,14.0,2.0,2010,2.0
69189,5.0,40.0,2010,7.0
69196,5.0,1.0,2010,29.0
69198,7.0,1.0,2010,37.0
69200,14.0,2.0,2010,39.0
69215,14.0,24.0,2010,58.0
69228,30.0,10.0,2010,109.0
69229,7.0,2.0,2010,110.0
69242,9.0,3.0,2010,136.0
69251,14.0,1.0,2010,152.0
69253,7.0,3.0,2010,155.0
69256,7.0,4.0,2010,159.0
69263,4.0,2.0,2010,170.0
69284,10.0,3.0,2010,233.0
69288,2.0,1.0,2010,255.0
69307,10.0,1.0,2010,334.0
69320,3.0,2.0,2010,446.0
69327,7.0,3.0,2010,475.0
69358,5.0,2.0,2010,694.0
69359,10.0,2.0,2010,695.0
69407,7.0,1.0,2010,49.0
69452,4.0,2.0,2010,101.0
69454,7.0,20.0,2010,103.0
69487,6.0,2.0,2010,145.0
69512,7.0,1.0,2010,170.0
69539,10.0,4.0,2010,198.0
69556,7.0,1.0,2010,5.0
69564,20.0,10.0,2010,18.0
69582,10.0,10.0,2010,40.0
69589,12.0,2.0,2010,48.0
69605,6.0,4.0,2010,67.0
69608,11.0,1.0,2010,72.0
69614,10.0,2.0,2010,81.0
69679,6.0,1.0,2010,290.0
69680,7.0,4.0,2010,293.0
69681,7.0,2.0,2010,294.0
69683,10.0,7.0,2010,297.0
69730,5.0,1.0,2010,567.0
69740,5.0,1.0,2010,703.0
69744,10.0,2.0,2010,722.0
69886,7.0,4.0,2010,180.0
69909,5.0,2.0,2010,203.0
69911,3.0,1.0,2010,205.0
69947,10.0,10.0,2010,34.0
69965,9.0,10.0,2010,57.0
69978,5.0,2.0,2010,74.0
69988,20.0,10.0,2010,86.0
69989,4.0,1.0,2010,87.0
69997,9.0,10.0,2010,97.0
69999,20.0,1.0,2010,99.0
70088,8.0,1.0,2010,210.0
70106,20.0,5.0,2010,228.0
70134,6.0,1.0,2010,27.0
70172,4.0,10.0,2010,92.0
70227,1.0,1.0,2010,244.0
70229,14.0,50.0,2010,252.0
70266,3.0,10.0,2010,411.0
70274,5.0,1.0,2010,500.0
70279,14.0,12.0,2010,511.0
70282,1.0,10.0,2010,541.0
70295,1.0,10.0,2010,662.0
70305,1.0,2.0,2010,16.0
70321,8.0,7.0,2010,37.0
70323,20.0,2.0,2010,39.0
70378,10.0,1.0,2010,153.0
70381,7.0,1.0,2010,157.0
70435,10.0,2.0,2010,435.0
70462,7.0,2.0,2010,594.0
70482,21.0,3.0,2010,758.0
70496,4.0,20.0,2010,36.0
70530,14.0,3.0,2010,139.0
70544,2.0,1.0,2010,167.0
70552,30.0,20.0,2010,180.0
70553,20.0,20.0,2010,181.0
70558,7.0,10.0,2010,191.0
70562,10.0,4.0,2010,201.0
70571,30.0,30.0,2010,215.0
70574,14.0,7.0,2010,234.0
70582,17.0,20.0,2010,257.0
70592,7.0,1.0,2010,317.0
70624,7.0,4.0,2010,478.0
70783,15.0,2.0,2010,2391.0
70784,7.0,7.0,2010,2394.0
70810,5.0,2.0,2010,2495.0
70818,7.0,30.0,2010,2513.0
70837,10.0,1.0,2010,2637.0
70846,2.0,2.0,2010,2681.0
70886,7.0,7.0,2010,2950.0
70907,10.0,2.0,2010,3128.0
70968,15.0,1.0,2010,3502.0
70979,4.0,5.0,2010,3631.0
70984,20.0,10.0,2010,3639.0
70985,7.0,3.0,2010,3640.0
71014,10.0,3.0,2010,3724.0
71036,21.0,2.0,2010,3876.0
71046,14.0,3.0,2010,3953.0
71055,9.0,3.0,2010,3977.0
71067,4.0,1.0,2010,4048.0
71077,10.0,2.0,2010,4106.0
71098,5.0,1.0,2010,5101.0
71116,7.0,4.0,2010,5243.0
71120,7.0,3.0,2010,5272.0
71168,4.0,2.0,2010,5752.0
71169,10.0,1.0,2010,5753.0
71170,6.0,2.0,2010,5757.0
71178,6.0,2.0,2010,5788.0
71182,7.0,1.0,2010,5808.0
71183,7.0,3.0,2010,5813.0
71214,12.0,2.0,2010,6149.0
71255,15.0,5.0,2010,7.0
71257,10.0,4.0,2010,15.0
71264,7.0,2.0,2010,29.0
71288,7.0,2.0,2010,168.0
71307,10.0,5.0,2010,289.0
71336,5.0,2.0,2010,594.0
71352,10.0,5.0,2010,2102.0
71353,12.0,6.0,2010,2103.0
71355,7.0,5.0,2010,2112.0
71356,7.0,3.0,2010,2114.0
71358,3.0,3.0,2010,2126.0
71380,20.0,10.0,2010,2210.0
71383,10.0,5.0,2010,2232.0
71401,10.0,5.0,2010,2280.0
71417,8.0,1.0,2010,2376.0
71419,10.0,5.0,2010,2401.0
71438,10.0,4.0,2010,2505.0
71442,10.0,4.0,2010,2529.0
71446,5.0,3.0,2010,2546.0
71447,10.0,5.0,2010,2547.0
71448,10.0,20.0,2010,2557.0
71460,7.0,5.0,2010,2640.0
71463,10.0,5.0,2010,2648.0
71469,10.0,3.0,2010,2657.0
71489,12.0,5.0,2010,2734.0
71509,20.0,1.0,2010,23.0
71515,27.0,50.0,2010,33.0
71518,20.0,1.0,2010,36.0
71522,20.0,50.0,2010,41.0
71582,3.0,1.0,2010,140.0
71641,20.0,3.0,2010,280.0
71675,21.0,1.0,2010,458.0
71689,3.0,20.0,2010,484.0
71694,10.0,2.0,2010,489.0
71716,10.0,50.0,2010,532.0
71717,28.0,2.0,2010,533.0
71748,10.0,2.0,2010,640.0
71754,6.0,4.0,2010,652.0
71788,10.0,10.0,2010,758.0
71801,7.0,5.0,2010,794.0
71822,1.0,3.0,2010,872.0
71880,10.0,1.0,2010,1166.0
71885,7.0,3.0,2010,1203.0
71905,5.0,1.0,2010,1294.0
71910,10.0,40.0,2010,1505.0
71914,2.0,2.0,2010,1901.0
71924,7.0,4.0,2010,11.0
71953,15.0,1.0,2010,105.0
71954,7.0,1.0,2010,114.0
71985,7.0,12.0,2010,194.0
71991,30.0,2.0,2010,211.0
71993,3.0,1.0,2010,213.0
71997,2.0,7.0,2010,217.0
72003,10.0,2.0,2010,223.0
72010,2.0,10.0,2010,232.0
72037,3.0,1.0,2010,325.0
72056,5.0,1.0,2010,463.0
72058,10.0,4.0,2010,465.0
72087,20.0,5.0,2011,13.0
72098,4.0,1.0,2011,31.0
72124,5.0,3.0,2011,79.0
72135,10.0,4.0,2011,96.0
72150,10.0,2.0,2011,118.0
72151,15.0,1.0,2011,119.0
72154,20.0,1.0,2011,123.0
72160,10.0,1.0,2011,134.0
72164,20.0,3.0,2011,142.0
72167,10.0,2.0,2011,146.0
72170,20.0,20.0,2011,150.0
72175,2.0,1.0,2011,160.0
72193,10.0,4.0,2011,187.0
72197,5.0,1.0,2011,192.0
72202,5.0,3.0,2011,199.0
72220,20.0,14.0,2011,227.0
72251,10.0,2.0,2011,267.0
72273,20.0,2.0,2011,293.0
72275,20.0,10.0,2011,295.0
72276,10.0,5.0,2011,296.0
72277,20.0,2.0,2011,502.0
72292,7.0,1.0,2011,17.0
72301,20.0,20.0,2011,31.0
72323,1.0,1.0,2011,67.0
72332,1.0,4.0,2011,78.0
72353,10.0,2.0,2011,117.0
72371,4.0,3.0,2011,153.0
72390,5.0,2.0,2011,394.0
72397,14.0,57.0,2011,443.0
72438,11.0,2.0,2011,682.0
72458,14.0,14.0,2011,863.0
72466,7.0,3.0,2011,1145.0
72471,3.0,3.0,2011,5004.0
72490,7.0,20.0,2011,23.0
72493,4.0,8.0,2011,27.0
72496,2.0,2.0,2011,30.0
72500,7.0,10.0,2011,35.0
72520,14.0,2.0,2011,61.0
72537,4.0,2.0,2011,90.0
72538,1.0,1.0,2011,93.0
72545,16.0,2.0,2011,100.0
72552,1.0,1.0,2011,108.0
72564,2.0,1.0,2011,121.0
72570,3.0,10.0,2011,128.0
72581,10.0,1.0,2011,148.0
72588,10.0,20.0,2011,157.0
72614,7.0,10.0,2011,206.0
72615,4.0,1.0,2011,207.0
72616,7.0,1.0,2011,208.0
72620,1.0,48.0,2011,214.0
