,tabac,gum,year,num
72621,10.0,20.0,2011,215.0
72624,3.0,1.0,2011,225.0
72639,7.0,24.0,2011,274.0
72645,11.0,10.0,2011,282.0
72649,7.0,20.0,2011,293.0
72658,7.0,1.0,2011,314.0
72674,10.0,3.0,2011,5001.0
72676,7.0,2.0,2011,5003.0
72678,7.0,10.0,2011,5005.0
72687,14.0,3.0,2011,14.0
72703,3.0,1.0,2011,40.0
72710,20.0,10.0,2011,47.0
72718,5.0,1.0,2011,55.0
72724,15.0,2.0,2011,69.0
72738,10.0,1.0,2011,89.0
72795,7.0,10.0,2011,166.0
72800,3.0,1.0,2011,184.0
72813,14.0,1.0,2011,203.0
72821,5.0,1.0,2011,237.0
72831,4.0,2.0,2011,259.0
72835,10.0,28.0,2011,267.0
72843,14.0,30.0,2011,288.0
72853,7.0,10.0,2011,316.0
72857,10.0,1.0,2011,325.0
72881,10.0,1.0,2011,5002.0
72882,17.0,1.0,2011,5003.0
72884,5.0,1.0,2011,5005.0
72953,14.0,6.0,2011,96.0
72967,10.0,20.0,2011,113.0
72988,3.0,2.0,2011,166.0
73007,14.0,3.0,2011,190.0
73039,10.0,2.0,2011,222.0
73052,10.0,3.0,2011,235.0
73077,10.0,2.0,2011,18.0
73115,5.0,1.0,2011,62.0
73200,10.0,2.0,2011,179.0
73218,1.0,1.0,2011,201.0
73222,15.0,2.0,2011,206.0
73267,14.0,10.0,2011,5.0
73330,2.0,10.0,2011,82.0
73334,20.0,10.0,2011,86.0
73367,7.0,1.0,2011,128.0
73384,10.0,2.0,2011,146.0
73419,5.0,1.0,2011,197.0
73423,7.0,1.0,2011,205.0
73447,7.0,2.0,2011,249.0
73448,10.0,2.0,2011,250.0
73496,3.0,2.0,2011,11.0
73506,10.0,20.0,2011,30.0
73524,5.0,1.0,2011,52.0
73527,10.0,10.0,2011,56.0
73546,7.0,2.0,2011,91.0
73550,7.0,2.0,2011,95.0
73561,10.0,10.0,2011,109.0
73570,18.0,2.0,2011,129.0
73574,20.0,2.0,2011,133.0
73578,7.0,7.0,2011,139.0
73585,14.0,3.0,2011,149.0
73591,10.0,1.0,2011,156.0
73592,7.0,12.0,2011,157.0
73593,7.0,12.0,2011,158.0
73602,5.0,3.0,2011,172.0
73606,10.0,5.0,2011,177.0
73616,2.0,1.0,2011,189.0
73640,3.0,4.0,2011,335.0
73642,14.0,3.0,2011,350.0
73662,14.0,12.0,2011,384.0
73663,10.0,2.0,2011,385.0
73677,15.0,3.0,2011,484.0
73683,10.0,2.0,2011,504.0
73685,20.0,1.0,2011,506.0
73694,7.0,1.0,2011,522.0
73699,20.0,1.0,2011,5004.0
73703,5.0,1.0,2011,5008.0
73726,21.0,30.0,2011,30.0
73730,3.0,1.0,2011,36.0
73741,28.0,30.0,2011,64.0
73754,14.0,20.0,2011,91.0
73769,7.0,20.0,2011,128.0
73771,6.0,1.0,2011,132.0
73777,5.0,1.0,2011,141.0
73778,30.0,1.0,2011,145.0
73812,10.0,2.0,2011,286.0
73821,14.0,2.0,2011,321.0
73825,10.0,1.0,2011,336.0
73841,1.0,10.0,2011,414.0
73842,2.0,10.0,2011,416.0
73844,7.0,20.0,2011,422.0
73846,10.0,20.0,2011,425.0
73848,3.0,24.0,2011,429.0
73849,14.0,30.0,2011,430.0
73855,10.0,40.0,2011,451.0
73867,14.0,1.0,2011,484.0
73883,5.0,2.0,2011,542.0
73887,7.0,40.0,2011,554.0
73889,15.0,2.0,2011,557.0
73898,14.0,4.0,2011,6001.0
73899,5.0,1.0,2011,1.0
73912,6.0,1.0,2011,17.0
73913,3.0,2.0,2011,19.0
73944,3.0,2.0,2011,58.0
73948,20.0,3.0,2011,62.0
73950,20.0,2.0,2011,65.0
73952,10.0,20.0,2011,69.0
73957,4.0,2.0,2011,79.0
73962,10.0,1.0,2011,85.0
73963,10.0,40.0,2011,86.0
73973,20.0,20.0,2011,98.0
73982,2.0,1.0,2011,113.0
73986,7.0,2.0,2011,117.0
73988,7.0,1.0,2011,120.0
74062,1.0,3.0,2011,233.0
74085,5.0,5.0,2011,5001.0
74087,10.0,30.0,2011,5003.0
74091,10.0,10.0,2011,6008.0
74095,14.0,2.0,2011,6012.0
74096,2.0,1.0,2011,6013.0
74104,10.0,1.0,2011,5.0
74110,10.0,1.0,2011,14.0
74112,10.0,1.0,2011,16.0
74113,20.0,1.0,2011,18.0
74116,10.0,10.0,2011,23.0
74122,10.0,2.0,2011,30.0
74155,7.0,10.0,2011,76.0
74156,4.0,10.0,2011,77.0
74163,5.0,10.0,2011,85.0
74191,10.0,10.0,2011,130.0
74194,10.0,1.0,2011,135.0
74217,10.0,10.0,2011,167.0
74221,3.0,2.0,2011,171.0
74224,10.0,10.0,2011,174.0
74239,14.0,10.0,2011,194.0
74244,10.0,20.0,2011,208.0
74286,10.0,2.0,2011,297.0
74294,10.0,10.0,2011,506.0
74301,25.0,10.0,2011,5001.0
74308,5.0,10.0,2011,5008.0
74311,14.0,3.0,2011,6002.0
74318,7.0,20.0,2011,8.0
74320,20.0,3.0,2011,11.0
74328,15.0,1.0,2011,22.0
74330,10.0,1.0,2011,28.0
74333,1.0,1.0,2011,32.0
74337,7.0,2.0,2011,37.0
74338,14.0,2.0,2011,40.0
74363,7.0,10.0,2011,75.0
74376,20.0,4.0,2011,95.0
74379,2.0,3.0,2011,132.0
74387,6.0,1.0,2011,169.0
74389,7.0,7.0,2011,177.0
74397,14.0,5.0,2011,196.0
74406,4.0,12.0,2011,209.0
74408,10.0,3.0,2011,211.0
74409,5.0,24.0,2011,212.0
74413,10.0,2.0,2011,218.0
74418,14.0,12.0,2011,224.0
74422,14.0,10.0,2011,228.0
74430,10.0,20.0,2011,246.0
74439,7.0,5.0,2011,265.0
74445,20.0,2.0,2011,280.0
74483,4.0,2.0,2011,501.0
74517,14.0,10.0,2011,25.0
74541,4.0,10.0,2011,52.0
74545,5.0,10.0,2011,58.0
74553,14.0,1.0,2011,67.0
74565,5.0,10.0,2011,80.0
74567,6.0,20.0,2011,83.0
74594,21.0,4.0,2011,114.0
74597,7.0,30.0,2011,118.0
74598,10.0,36.0,2011,120.0
74599,10.0,30.0,2011,121.0
74637,20.0,20.0,2011,169.0
74674,10.0,20.0,2011,206.0
74679,6.0,10.0,2011,211.0
74682,7.0,1.0,2011,504.0
74684,20.0,20.0,2011,507.0
74686,10.0,30.0,2011,5001.0
74698,2.0,3.0,2011,1.0
74699,3.0,1.0,2011,2.0
74702,14.0,4.0,2011,5.0
74704,6.0,3.0,2011,8.0
74707,5.0,2.0,2011,13.0
74708,3.0,4.0,2011,17.0
74718,7.0,1.0,2011,29.0
74727,7.0,1.0,2011,39.0
74734,14.0,2.0,2011,46.0
74735,7.0,1.0,2011,47.0
74753,22.0,3.0,2011,83.0
74756,11.0,3.0,2011,89.0
74758,5.0,3.0,2011,91.0
74759,17.0,2.0,2011,94.0
74768,20.0,2.0,2011,109.0
74780,4.0,3.0,2011,137.0
74785,5.0,2.0,2011,149.0
74786,20.0,3.0,2011,152.0
74792,10.0,2.0,2011,161.0
74793,7.0,3.0,2011,163.0
74796,3.0,2.0,2011,169.0
74797,1.0,1.0,2011,170.0
74801,2.0,1.0,2011,176.0
74805,5.0,1.0,2011,180.0
74807,7.0,1.0,2011,182.0
74809,3.0,1.0,2011,184.0
74816,3.0,2.0,2011,192.0
74819,3.0,2.0,2011,195.0
74826,5.0,2.0,2011,293.0
74831,21.0,10.0,2011,311.0
74832,4.0,1.0,2011,312.0
74839,3.0,20.0,2011,399.0
74843,7.0,2.0,2011,451.0
74846,2.0,1.0,2011,456.0
74848,3.0,3.0,2011,464.0
74854,4.0,4.0,2011,475.0
74855,6.0,2.0,2011,476.0
74856,5.0,3.0,2011,478.0
74867,7.0,2.0,2011,545.0
74875,10.0,2.0,2011,592.0
74883,1.0,1.0,2011,748.0
74888,7.0,2.0,2011,1029.0
74889,5.0,3.0,2011,1031.0
74897,10.0,2.0,2011,5003.0
74898,4.0,1.0,2011,5004.0
74910,10.0,10.0,2011,17.0
74925,14.0,10.0,2011,36.0
74926,14.0,20.0,2011,37.0
74940,10.0,1.0,2011,58.0
74942,8.0,1.0,2011,60.0
74944,14.0,30.0,2011,62.0
74974,14.0,2.0,2011,105.0
74981,10.0,10.0,2011,118.0
75010,3.0,2.0,2011,160.0
75012,14.0,10.0,2011,162.0
75021,4.0,20.0,2011,177.0
75032,2.0,20.0,2011,217.0
75033,7.0,10.0,2011,218.0
75062,7.0,5.0,2011,336.0
75067,13.0,12.0,2011,367.0
75089,7.0,1.0,2011,399.0
75094,4.0,1.0,2011,502.0
75098,7.0,2.0,2011,5004.0
75117,7.0,5.0,2011,38.0
75120,7.0,1.0,2011,42.0
75123,14.0,10.0,2011,47.0
75128,7.0,12.0,2011,52.0
75136,7.0,1.0,2011,68.0
75156,21.0,34.0,2011,108.0
75172,7.0,10.0,2011,134.0
75173,4.0,10.0,2011,136.0
75180,2.0,16.0,2011,144.0
75183,12.0,20.0,2011,149.0
75186,7.0,40.0,2011,153.0
75194,7.0,100.0,2011,164.0
75202,4.0,20.0,2011,186.0
75204,2.0,20.0,2011,189.0
75207,3.0,10.0,2011,200.0
75226,17.0,30.0,2011,322.0
75234,10.0,20.0,2011,355.0
75239,10.0,16.0,2011,374.0
75243,14.0,20.0,2011,393.0
75276,2.0,10.0,2011,564.0
75280,4.0,40.0,2011,610.0
75286,2.0,30.0,2011,873.0
75294,6.0,10.0,2011,5001.0
75295,4.0,36.0,2011,5002.0
75305,11.0,30.0,2011,9.0
75319,2.0,2.0,2011,29.0
75332,8.0,10.0,2011,51.0
75337,2.0,10.0,2011,59.0
75352,1.0,20.0,2011,89.0
75354,7.0,25.0,2011,93.0
75364,7.0,10.0,2011,109.0
75370,20.0,10.0,2011,118.0
75392,4.0,1.0,2011,155.0
75396,15.0,20.0,2011,162.0
75413,7.0,2.0,2011,199.0
75422,10.0,20.0,2011,224.0
75434,4.0,20.0,2011,261.0
75437,3.0,30.0,2011,276.0
75463,7.0,10.0,2011,335.0
75478,7.0,10.0,2011,364.0
75482,7.0,10.0,2011,372.0
75497,10.0,10.0,2011,416.0
75499,7.0,10.0,2011,418.0
75506,10.0,10.0,2011,522.0
75515,20.0,10.0,2011,549.0
75517,10.0,30.0,2011,554.0
75526,10.0,40.0,2011,5004.0
75528,7.0,10.0,2011,5006.0
75529,4.0,10.0,2011,5007.0
75536,8.0,30.0,2011,6003.0
75553,9.0,1.0,2011,25.0
75560,1.0,1.0,2011,36.0
75635,5.0,1.0,2011,118.0
75638,15.0,2.0,2011,122.0
75650,7.0,1.0,2011,139.0
75652,6.0,1.0,2011,141.0
75659,3.0,1.0,2011,152.0
75662,4.0,1.0,2011,156.0
75663,5.0,1.0,2011,158.0
75707,21.0,10.0,2011,206.0
75713,10.0,10.0,2011,213.0
75724,15.0,10.0,2011,225.0
75758,5.0,1.0,2011,342.0
75762,7.0,2.0,2011,347.0
75766,3.0,1.0,2011,352.0
75791,3.0,1.0,2011,5005.0
75795,4.0,1.0,2011,5009.0
75805,15.0,1.0,2011,11.0
75807,6.0,2.0,2011,13.0
75809,10.0,1.0,2011,15.0
75813,10.0,10.0,2011,21.0
75821,10.0,1.0,2011,32.0
75843,10.0,1.0,2011,66.0
75851,7.0,10.0,2011,83.0
75852,10.0,1.0,2011,85.0
75856,1.0,1.0,2011,90.0
75857,10.0,1.0,2011,91.0
75863,10.0,1.0,2011,101.0
75867,3.0,10.0,2011,105.0
75873,10.0,2.0,2011,116.0
75876,10.0,10.0,2011,120.0
75891,10.0,10.0,2011,142.0
75894,3.0,1.0,2011,148.0
75895,13.0,1.0,2011,149.0
75898,20.0,1.0,2011,153.0
75902,10.0,1.0,2011,159.0
75903,10.0,2.0,2011,163.0
75908,10.0,10.0,2011,171.0
75922,7.0,5.0,2011,198.0
75923,1.0,2.0,2011,200.0
75926,4.0,20.0,2011,206.0
75934,15.0,12.0,2011,218.0
75936,5.0,3.0,2011,223.0
75942,5.0,10.0,2011,231.0
75952,20.0,10.0,2011,245.0
75956,10.0,5.0,2011,249.0
75959,10.0,10.0,2011,252.0
75961,5.0,2.0,2011,254.0
75962,10.0,7.0,2011,255.0
75972,5.0,10.0,2011,291.0
75974,3.0,4.0,2011,303.0
75991,10.0,10.0,2011,364.0
76002,10.0,10.0,2011,377.0
76011,7.0,1.0,2011,5002.0
76014,10.0,10.0,2011,6001.0
76015,4.0,1.0,2011,6002.0
76049,15.0,2.0,2011,36.0
76067,20.0,2.0,2011,55.0
76185,3.0,2.0,2011,13.0
76188,12.0,1.0,2011,17.0
76191,12.0,1.0,2011,21.0
76212,7.0,1.0,2011,48.0
76214,2.0,10.0,2011,50.0
76217,7.0,40.0,2011,58.0
76224,7.0,4.0,2011,71.0
76229,8.0,2.0,2011,77.0
76240,4.0,10.0,2011,97.0
76245,2.0,2.0,2011,103.0
76246,7.0,20.0,2011,104.0
76248,5.0,5.0,2011,108.0
76250,1.0,2.0,2011,112.0
76252,2.0,2.0,2011,116.0
76256,7.0,1.0,2011,120.0
76259,3.0,3.0,2011,132.0
76264,10.0,10.0,2011,152.0
76270,10.0,10.0,2011,163.0
76285,7.0,2.0,2011,187.0
76289,7.0,1.0,2011,199.0
76298,7.0,3.0,2011,224.0
76303,10.0,5.0,2011,230.0
76312,20.0,10.0,2011,244.0
76336,7.0,2.0,2011,501.0
76337,21.0,1.0,2011,5001.0
76338,4.0,1.0,2011,5002.0
76347,7.0,100.0,2011,11.0
76368,10.0,20.0,2011,44.0
76371,10.0,3.0,2011,53.0
76434,3.0,10.0,2011,149.0
76471,10.0,30.0,2011,276.0
76487,3.0,10.0,2011,315.0
76491,5.0,10.0,2011,331.0
76527,7.0,1.0,2011,403.0
76540,10.0,10.0,2011,652.0
76546,5.0,20.0,2011,680.0
76560,7.0,1.0,2011,8.0
76573,7.0,3.0,2011,30.0
76574,7.0,3.0,2011,34.0
76600,2.0,1.0,2011,126.0
76666,12.0,3.0,2011,843.0
76686,3.0,10.0,2011,1124.0
76700,7.0,10.0,2011,1276.0
76713,20.0,10.0,2011,1683.0
76714,2.0,2.0,2011,1984.0
76735,7.0,1.0,2011,24.0
76736,2.0,1.0,2011,25.0
76739,10.0,1.0,2011,28.0
76740,8.0,1.0,2011,29.0
76745,7.0,1.0,2011,38.0
76751,10.0,1.0,2011,44.0
76766,10.0,1.0,2011,61.0
76768,5.0,10.0,2011,65.0
76819,20.0,1.0,2011,130.0
76850,10.0,1.0,2011,171.0
76862,10.0,10.0,2011,185.0
76881,4.0,2.0,2011,206.0
76890,6.0,1.0,2011,216.0
76891,6.0,1.0,2011,217.0
76892,12.0,4.0,2011,218.0
76893,4.0,2.0,2011,219.0
76897,2.0,10.0,2011,223.0
76899,10.0,10.0,2011,502.0
76902,14.0,2.0,2011,505.0
76917,3.0,1.0,2011,4.0
76922,7.0,20.0,2011,12.0
76924,10.0,20.0,2011,14.0
76926,14.0,2.0,2011,17.0
76929,2.0,2.0,2011,22.0
76933,18.0,10.0,2011,30.0
76939,4.0,4.0,2011,38.0
76964,7.0,1.0,2011,75.0
76988,4.0,1.0,2011,179.0
76993,2.0,1.0,2011,184.0
77011,3.0,10.0,2011,213.0
77027,15.0,2.0,2011,265.0
77052,7.0,2.0,2011,322.0
77073,6.0,10.0,2011,365.0
77081,5.0,10.0,2011,373.0
77090,14.0,4.0,2011,502.0
77098,6.0,20.0,2011,8.0
77102,3.0,1.0,2011,13.0
77120,14.0,7.0,2011,40.0
77134,10.0,3.0,2011,70.0
77145,7.0,10.0,2011,91.0
77146,5.0,2.0,2011,92.0
77149,7.0,1.0,2011,106.0
77156,17.0,2.0,2011,118.0
77157,3.0,3.0,2011,119.0
77159,4.0,1.0,2011,121.0
77167,7.0,4.0,2011,134.0
77169,10.0,1.0,2011,136.0
77172,10.0,3.0,2011,141.0
77174,2.0,1.0,2011,144.0
77187,20.0,30.0,2011,168.0
77190,10.0,1.0,2011,172.0
77195,4.0,3.0,2011,177.0
77197,7.0,2.0,2011,181.0
77211,14.0,20.0,2011,327.0
77226,5.0,2.0,2011,383.0
77241,2.0,1.0,2011,470.0
77254,26.0,10.0,2011,813.0
77283,1.0,1.0,2011,5004.0
77285,14.0,1.0,2011,2.0
77286,1.0,12.0,2011,7.0
77292,3.0,2.0,2011,27.0
77298,4.0,40.0,2011,39.0
77314,7.0,30.0,2011,85.0
77320,4.0,1.0,2011,110.0
77328,12.0,7.0,2011,128.0
77331,7.0,10.0,2011,131.0
77336,15.0,10.0,2011,147.0
77339,7.0,12.0,2011,155.0
77345,10.0,12.0,2011,164.0
77348,10.0,12.0,2011,171.0
77352,10.0,12.0,2011,175.0
77353,3.0,1.0,2011,182.0
77361,7.0,72.0,2011,233.0
77365,12.0,12.0,2011,255.0
77392,2.0,1.0,2011,384.0
77403,4.0,20.0,2011,462.0
77408,10.0,12.0,2011,475.0
77414,1.0,20.0,2011,490.0
77438,7.0,30.0,2011,694.0
77444,7.0,20.0,2011,729.0
77452,3.0,20.0,2011,776.0
77455,7.0,40.0,2011,847.0
77457,2.0,10.0,2011,864.0
77458,10.0,12.0,2011,5002.0
77460,10.0,30.0,2011,5004.0
77463,14.0,40.0,2011,5007.0
77486,7.0,3.0,2011,30.0
77494,10.0,2.0,2011,40.0
77504,20.0,25.0,2011,53.0
77505,7.0,2.0,2011,54.0
77545,14.0,5.0,2011,101.0
77553,7.0,6.0,2011,113.0
77594,10.0,5.0,2011,162.0
77596,2.0,2.0,2011,164.0
77607,7.0,5.0,2011,175.0
77627,10.0,1.0,2011,195.0
77640,7.0,1.0,2011,210.0
77650,14.0,4.0,2011,3.0
77651,7.0,1.0,2011,4.0
77656,1.0,3.0,2011,18.0
77690,1.0,1.0,2011,69.0
77691,11.0,1.0,2011,72.0
77697,2.0,2.0,2011,81.0
77698,7.0,14.0,2011,83.0
77708,2.0,2.0,2011,100.0
77709,21.0,10.0,2011,101.0
77716,5.0,2.0,2011,116.0
77748,2.0,2.0,2011,252.0
77749,4.0,2.0,2011,255.0
77757,14.0,10.0,2011,297.0
77759,30.0,5.0,2011,312.0
77762,9.0,1.0,2011,318.0
77768,10.0,1.0,2011,334.0
77773,7.0,2.0,2011,373.0
77791,6.0,2.0,2011,501.0
77793,7.0,1.0,2011,503.0
77800,35.0,10.0,2011,535.0
77806,5.0,2.0,2011,567.0
77816,2.0,4.0,2011,671.0
77834,30.0,30.0,2011,1248.0
77837,7.0,1.0,2011,1263.0
77911,20.0,2.0,2011,66.0
77925,5.0,2.0,2011,83.0
77944,10.0,2.0,2011,109.0
77952,10.0,2.0,2011,131.0
77956,5.0,1.0,2011,139.0
77959,3.0,2.0,2011,143.0
77997,10.0,1.0,2011,185.0
77998,5.0,1.0,2011,186.0
78014,5.0,2.0,2011,203.0
78016,5.0,2.0,2011,205.0
78022,10.0,1.0,2011,211.0
78024,5.0,1.0,2011,213.0
78045,10.0,2.0,2011,15.0
78057,3.0,1.0,2011,33.0
78058,14.0,2.0,2011,34.0
78069,20.0,2.0,2011,47.0
78075,10.0,1.0,2011,57.0
78078,7.0,10.0,2011,60.0
78082,3.0,12.0,2011,64.0
78089,4.0,20.0,2011,74.0
78091,7.0,10.0,2011,77.0
78092,38.0,1.0,2011,78.0
78098,10.0,1.0,2011,85.0
78100,10.0,1.0,2011,87.0
78116,21.0,20.0,2011,108.0
78117,10.0,12.0,2011,109.0
78119,25.0,2.0,2011,113.0
78137,5.0,1.0,2011,140.0
78141,4.0,12.0,2011,144.0
78142,7.0,2.0,2011,145.0
78145,7.0,1.0,2011,148.0
78147,7.0,2.0,2011,150.0
78149,7.0,2.0,2011,154.0
78150,7.0,1.0,2011,155.0
78154,20.0,10.0,2011,163.0
78165,2.0,12.0,2011,177.0
78171,7.0,4.0,2011,184.0
78178,7.0,1.0,2011,191.0
78180,10.0,2.0,2011,193.0
78184,10.0,2.0,2011,197.0
78187,7.0,1.0,2011,200.0
78189,3.0,12.0,2011,202.0
78194,2.0,12.0,2011,207.0
78195,2.0,12.0,2011,208.0
78221,5.0,12.0,2011,234.0
78238,7.0,30.0,2011,7.0
78283,6.0,10.0,2011,132.0
78289,7.0,20.0,2011,142.0
78292,5.0,10.0,2011,150.0
78344,4.0,2.0,2011,350.0
78384,3.0,12.0,2011,659.0
78417,14.0,15.0,2011,26.0
78426,20.0,5.0,2011,37.0
78428,20.0,2.0,2011,39.0
78446,5.0,10.0,2011,72.0
78468,4.0,2.0,2011,116.0
78482,9.0,2.0,2011,157.0
78483,7.0,20.0,2011,158.0
78486,2.0,1.0,2011,165.0
78494,10.0,1.0,2011,178.0
78496,14.0,2.0,2011,189.0
78508,15.0,4.0,2011,282.0
78520,2.0,3.0,2011,337.0
78544,14.0,2.0,2011,402.0
78549,6.0,2.0,2011,435.0
78550,7.0,3.0,2011,437.0
78557,15.0,4.0,2011,502.0
78575,20.0,2.0,2011,608.0
78580,20.0,12.0,2011,721.0
78590,20.0,3.0,2011,5005.0
78598,20.0,3.0,2011,13.0
78600,7.0,15.0,2011,26.0
78623,5.0,1.0,2011,155.0
78625,2.0,2.0,2011,159.0
78639,20.0,20.0,2011,180.0
78644,7.0,10.0,2011,191.0
78694,10.0,3.0,2011,355.0
78698,15.0,3.0,2011,371.0
78700,10.0,5.0,2011,389.0
78701,10.0,2.0,2011,393.0
78719,10.0,3.0,2011,489.0
78723,12.0,20.0,2011,510.0
78725,10.0,1.0,2011,537.0
78733,5.0,2.0,2011,621.0
78753,2.0,1.0,2011,704.0
78754,3.0,2.0,2011,708.0
78756,10.0,10.0,2011,713.0
78763,6.0,2.0,2011,1095.0
78764,7.0,2.0,2011,1096.0
78771,20.0,20.0,2011,1327.0
78773,10.0,2.0,2011,5002.0
78793,40.0,5.0,2011,47.0
78799,1.0,10.0,2011,56.0
78805,6.0,3.0,2011,75.0
78807,2.0,35.0,2011,77.0
78839,10.0,5.0,2011,146.0
78844,10.0,2.0,2011,152.0
78854,7.0,24.0,2011,2055.0
78877,1.0,4.0,2011,2322.0
78916,9.0,20.0,2011,2513.0
78929,10.0,1.0,2011,2594.0
78931,14.0,6.0,2011,2615.0
78963,1.0,10.0,2011,2833.0
78975,2.0,5.0,2011,2914.0
78983,1.0,1.0,2011,2979.0
78991,3.0,2.0,2011,3109.0
79012,15.0,40.0,2011,3216.0
79015,20.0,10.0,2011,3231.0
79019,20.0,20.0,2011,3247.0
79044,15.0,6.0,2011,3453.0
79045,4.0,40.0,2011,3454.0
79056,7.0,1.0,2011,3562.0
79061,3.0,3.0,2011,3631.0
79065,7.0,1.0,2011,3637.0
79066,10.0,3.0,2011,3639.0
79083,7.0,2.0,2011,3686.0
79088,20.0,5.0,2011,3701.0
79168,14.0,2.0,2011,5018.0
79185,10.0,50.0,2011,5232.0
79190,7.0,5.0,2011,5272.0
79204,3.0,3.0,2011,5330.0
79208,15.0,5.0,2011,5359.0
79217,7.0,1.0,2011,5388.0
79231,5.0,20.0,2011,5518.0
79233,28.0,2.0,2011,5530.0
79248,10.0,40.0,2011,5745.0
79253,5.0,30.0,2011,5759.0
79255,3.0,1.0,2011,5761.0
79265,7.0,2.0,2011,5813.0
79278,2.0,1.0,2011,5973.0
79281,15.0,10.0,2011,5993.0
79287,13.0,10.0,2011,6149.0
79309,10.0,20.0,2011,6431.0
79325,8.0,3.0,2011,7911.0
79337,7.0,20.0,2011,8042.0
79344,10.0,20.0,2011,8098.0
79351,10.0,4.0,2011,8172.0
79380,20.0,20.0,2011,9510.0
79387,20.0,5.0,2011,8.0
79426,2.0,1.0,2011,171.0
79443,3.0,2.0,2011,384.0
79475,15.0,10.0,2011,2100.0
79477,14.0,4.0,2011,2112.0
79478,14.0,3.0,2011,2114.0
79480,10.0,12.0,2011,2144.0
79490,10.0,20.0,2011,2187.0
79492,7.0,10.0,2011,2200.0
79496,20.0,2.0,2011,2232.0
79497,20.0,1.0,2011,2235.0
79529,10.0,4.0,2011,2374.0
79530,30.0,2.0,2011,2376.0
79553,14.0,20.0,2011,2507.0
79563,15.0,1.0,2011,2547.0
79569,3.0,4.0,2011,2582.0
79580,3.0,3.0,2011,2650.0
79583,20.0,10.0,2011,2657.0
79587,10.0,1.0,2011,2661.0
79599,7.0,3.0,2011,2732.0
79600,14.0,5.0,2011,2734.0
79601,7.0,5.0,2011,2735.0
79612,4.0,10.0,2011,5004.0
79617,3.0,10.0,2011,7.0
79625,20.0,2.0,2011,23.0
79631,20.0,1.0,2011,34.0
79633,10.0,1.0,2011,36.0
79634,10.0,20.0,2011,37.0
79650,7.0,10.0,2011,71.0
79724,15.0,1.0,2011,231.0
79726,10.0,1.0,2011,234.0
79738,2.0,20.0,2011,250.0
79788,28.0,5.0,2011,458.0
79795,5.0,10.0,2011,471.0
79801,4.0,2.0,2011,484.0
79814,10.0,20.0,2011,509.0
79822,5.0,10.0,2011,531.0
79824,4.0,10.0,2011,533.0
79887,10.0,1.0,2011,725.0
79891,60.0,4.0,2011,746.0
79941,2.0,1.0,2011,910.0
80007,10.0,10.0,2011,1262.0
80012,14.0,2.0,2011,1298.0
80013,4.0,1.0,2011,1501.0
80015,12.0,3.0,2011,1508.0
80016,1.0,1.0,2011,1901.0
80018,10.0,1.0,2011,5002.0
80060,10.0,2.0,2011,66.0
80087,8.0,4.0,2011,145.0
80119,1.0,3.0,2011,217.0
80131,2.0,1.0,2011,231.0
80171,1.0,10.0,2011,448.0
80172,7.0,1.0,2011,451.0
80175,10.0,2.0,2011,463.0
80177,10.0,1.0,2011,465.0
80205,5.0,2.0,2011,254.0
80209,20.0,2.0,2011,270.0
80211,7.0,9.0,2011,693.0
80218,10.0,5.0,2011,760.0
80220,20.0,3.0,2011,777.0
80236,15.0,20.0,2011,1772.0
80237,10.0,20.0,2011,1785.0
80238,2.0,10.0,2011,1799.0
80249,12.0,1.0,2012,16.0
80257,10.0,1.0,2012,30.0
80258,4.0,1.0,2012,31.0
80262,10.0,10.0,2012,37.0
80276,20.0,10.0,2012,68.0
80292,15.0,3.0,2012,96.0
80294,14.0,2.0,2012,98.0
80306,7.0,30.0,2012,118.0
80316,20.0,20.0,2012,134.0
80318,10.0,3.0,2012,139.0
80320,20.0,3.0,2012,142.0
80328,7.0,2.0,2012,156.0
80332,10.0,3.0,2012,161.0
80378,8.0,6.0,2012,234.0
80379,2.0,2.0,2012,235.0
80406,10.0,10.0,2012,267.0
80428,20.0,3.0,2012,295.0
80431,20.0,5.0,2012,502.0
80452,20.0,14.0,2012,28.0
80506,10.0,2.0,2012,142.0
80514,20.0,3.0,2012,158.0
80529,7.0,2.0,2012,419.0
80597,14.0,20.0,2012,863.0
80608,7.0,1.0,2012,5005.0
80617,7.0,3.0,2012,5015.0
80631,3.0,12.0,2012,16.0
80637,7.0,2.0,2012,23.0
80641,3.0,12.0,2012,28.0
80645,8.0,10.0,2012,32.0
80658,7.0,1.0,2012,53.0
80670,3.0,10.0,2012,71.0
80685,28.0,1.0,2012,100.0
80691,12.0,1.0,2012,109.0
80707,5.0,1.0,2012,128.0
80722,7.0,3.0,2012,154.0
80725,4.0,40.0,2012,162.0
80757,7.0,2.0,2012,208.0
80758,3.0,1.0,2012,209.0
80764,4.0,1.0,2012,225.0
80779,14.0,1.0,2012,247.0
80781,7.0,2.0,2012,251.0
80798,8.0,1.0,2012,293.0
80833,7.0,20.0,2012,6002.0
80843,5.0,2.0,2012,20.0
80867,3.0,1.0,2012,53.0
80869,3.0,2.0,2012,55.0
80885,5.0,3.0,2012,81.0
80924,7.0,20.0,2012,138.0
80945,7.0,1.0,2012,166.0
80950,6.0,1.0,2012,184.0
80956,10.0,1.0,2012,191.0
80958,7.0,2.0,2012,193.0
80961,5.0,1.0,2012,198.0
80968,10.0,5.0,2012,213.0
80975,7.0,2.0,2012,241.0
